urls
/recipes/ja-jang-myun-korean-noodles-black-bean-sauce
/recipes/yummy-potato-skins
/recipes/spectacular-simple-stuffed-mushrooms
/recipes/vegan-mushroom-tenders
/recipes/cheesy-pesto-pizza-bites
/recipes/fried-tofu-wontons
/recipes/crunchy-dill-and-%E2%80%9Csour-cream%E2%80%9D-potato-bites
/recipes/avocado-cucumber-maki-and-sweet-potato-nigiri
/recipes/samosas
/recipes/armenian-grape-leaves-stuffed-rice
/recipes/voodoo-bruschetta
/recipes/stuffed-artichokes
/recipes/kasha-croquettes
/recipes/spinach-stuffed-mushrooms
/recipes/curry-croquettes
/recipes/kickin-stuffed-peppers
/recipes/oven-garlic-bread
/recipes/stuffed-tomatoes
/recipes/jamaican-me-crazy-tempeh
/recipes/cheezy-baked-spaghetti-squash
/recipes/iceberg-lettuce-packages
/recipes/spring-rolls
/recipes/falafel-red-peppertomato-and-humous-wrap
/recipes/lumpia
/recipes/tvp-meetballs
/recipes/italian-wonton
/recipes/naan
/recipes/sweet-potato-cakes
/recipes/steamed-vegetable-dumplings
/recipes/crab-cakes-horseradish-sauce
/recipes/too-good-be-true-healthy-nori-rolls
/recipes/chickpea-chip-falafel-cakes
/recipes/three-minute-cucumber-and-tomato-salad
/recipes/dill-pickle-hummus
/recipes/bbq-braised-tofu-asian-flavor
/recipes/vegan-lettuce-wraps
/recipes/stuffed-tomatoes-1
/recipes/easy-tofu-teriyaki-lettuce-wraps
/recipes/artichoke-tortilla-pizzas
/recipes/brussel-nut-balls
/recipes/avocado-ginger-canap%C3%A9s
/recipes/italian-bread-dipping-oil
/recipes/beet-you-it
/recipes/creamy-cheesy-delish-mushroom-pastries
/recipes/navajo-corn-cakes
/recipes/sausage-stars
/recipes/creamy-artichoke-dip
/recipes/baked-onion-rings
/recipes/spring-rolls-0
/recipes/kale-collard-green-tofu-wraps
/recipes/delicious-spinach-tofu-wontons-dipping-sauce
/recipes/oat-enrusted-cheesy-herbed-balls
/recipes/cream-cheese-and-guacamole-wontons
/recipes/tofu-mac-n-cheese
/recipes/easy-peasy-potato-samosas
/recipes/poor-mans-falafels
/recipes/stuffed-portobellos
/recipes/wild-mushroom-crostini-rosemary-vinaigrette
/recipes/vegetable-stuffed-artichokes
